"id","username","location","relationship_type","target"
7290,"killilohjulselman199","USA N. T. A","following","lordmagapraise"
7291,"ginasplace","Coastal South","following","lordmagapraise"
7292,"ashbadan","","following","lordmagapraise"
7293,"ellyess","","following","lordmagapraise"
7294,"sullyzworld","souf","following","lordmagapraise"
7295,"don1776","Panhandle, Florida Free state","following","lordmagapraise"
7296,"nancyvideo","South Carolina","following","lordmagapraise"
7297,"alliemaga4eva","Arkansas","following","lordmagapraise"
7298,"mrhoades7_3l","SW FL","following","lordmagapraise"
7299,"baldralf","","following","lordmagapraise"
7300,"longdongxxl","TEXAS","following","lordmagapraise"
7301,"we_fearnothing1","Northern Michigan","following","lordmagapraise"
7302,"meridiangal","Meridian Idaho","following","lordmagapraise"
7303,"guitarterry","","following","lordmagapraise"
7304,"usncorpsman1952","65325","following","lordmagapraise"
7305,"isabellabrown_7977","California","following","lordmagapraise"
7306,"cultdoctor1","CRANFORD, N.J.","following","lordmagapraise"
7307,"deborahmarie476","West Michigan","following","lordmagapraise"
7308,"magaamericafirst","","following","lordmagapraise"
7309,"catertammy5472","","following","lordmagapraise"
7310,"jasimine","Land of Freedom, earth","following","lordmagapraise"
7311,"shawn1272","","following","lordmagapraise"
7312,"wwapd","PureBlood, USA","following","lordmagapraise"
7313,"lfillm","","following","lordmagapraise"
7314,"lvumdt","","following","lordmagapraise"
7315,"lulugirl","","following","lordmagapraise"
7316,"ophelianight","USA","following","lordmagapraise"
7317,"politicalsatell","Shasta county","following","lordmagapraise"
7318,"the_patriot1966","","following","lordmagapraise"
7319,"garynew59","","following","lordmagapraise"
7320,"linda_8200","","following","lordmagapraise"
7321,"jacobstrawderman","","following","lordmagapraise"
7322,"plynnd","","following","lordmagapraise"
7323,"leroywashington","FLORIDA","following","lordmagapraise"
7324,"laurencejwells35","Washington D.C","following","lordmagapraise"
7325,"cody88549","USA","following","lordmagapraise"
7326,"mansonsanka4","","following","lordmagapraise"
7327,"siduo153five","Birmingham","following","lordmagapraise"
7328,"william_4889","Alabama gulf shores","follower","brianst16"
7329,"katejohn","Hawaii","follower","brianst16"
7330,"orabelle","Manhattan NY","follower","brianst16"
7331,"republican_partynews","","follower","brianst16"
7332,"evelyngeorge4343","Rochester, NY","follower","brianst16"
7333,"lisacherlyn466","Florida","follower","brianst16"
7334,"tinas_9800","","follower","brianst16"
7335,"stevebann0n11","DC","follower","brianst16"
7336,"khan2_2219","","follower","brianst16"
7337,"sarah_0690","","follower","brianst16"
7338,"elonmusk511","USA","follower","brianst16"
7339,"deborah671","","follower","brianst16"
7340,"ridgeman1","US","follower","brianst16"
7341,"thethinker55","","follower","brianst16"
7342,"cangib4409","Beautiful America","follower","brianst16"
7343,"usaphirst","","follower","brianst16"
7344,"johntyler01","Detroit Suburb","follower","brianst16"
7345,"jenni_0326","NYC , USA","follower","brianst16"
7346,"zhongpancheng61","","follower","brianst16"
7347,"maddie0","Dallas Texas","follower","brianst16"
7348,"ebrima7723","The Gambia","follower","brianst16"
7349,"alma__1120","US","follower","brianst16"
7350,"kate102","","follower","brianst16"
7351,"kele777","新中国联邦","follower","brianst16"
7352,"capitalistpigs","USA","follower","brianst16"
7353,"charlottewalker777","UK 🇬🇧","follower","brianst16"
7354,"eiia112211","Miami","follower","brianst16"
7355,"aileen1_0790","Texas","follower","brianst16"
7356,"mark155069","","follower","brianst16"
7357,"jacobj1","","follower","brianst16"
7358,"claudia__1829","Newyork","follower","brianst16"
7359,"christ1423314","","follower","brianst16"
7360,"lessiebrittt","USA 🇺🇸 🌎","follower","brianst16"
7361,"marin_5459","USA","follower","brianst16"
7362,"stella_3652","Washington Dc","follower","brianst16"
7363,"pearlwhitegrace","","follower","brianst16"
7364,"jengiscon","Raleigh, North Carolina, USA","follower","brianst16"
7365,"debbie_2551","","follower","brianst16"
7366,"hannah1986","Los Angeles","follower","brianst16"
7367,"carrieunderwoodmusic33","Muskogee,OK","follower","brianst16"
7368,"guos764","","follower","brianst16"
7369,"derrickevans","","follower","brianst16"
7370,"michaescotts1","Atlanta Georgia","follower","brianst16"
7371,"westlondon","London","follower","brianst16"
7372,"harper_8908","","follower","brianst16"
7373,"queenrainbowq7","Queen","follower","brianst16"
7374,"ambermorgan022","","follower","brianst16"
7375,"brian_8725","Miami Florida","follower","brianst16"
7376,"juliegreenministry","","follower","brianst16"
7377,"kathlanson218","","follower","brianst16"
7378,"everastegui","null","following","brianst16"
7379,"gettr","New York, NY","following","brianst16"
7380,"repelicrane","Arizona, USA","following","brianst16"
7381,"gavinwax","New York City","following","brianst16"
7382,"karilakewarroom","Arizona","following","brianst16"
7383,"carolmswain","Nashville, TN","following","brianst16"
7384,"paulwow","","following","brianst16"
7385,"roymorgan_24","Los Angeles","following","brianst16"
7386,"chrissydreams","","following","brianst16"
7387,"angelaharris7","","following","brianst16"
7388,"nfscspeaks","Taking Down the CCP","following","brianst16"
7389,"milesguo","","following","brianst16"
7390,"joekent16jan19","Battle Ground, WA","following","brianst16"
7391,"benbergquam","","following","brianst16"
7392,"realmarkfinchem","Arizona","following","brianst16"
7393,"ivoryhecker","","following","brianst16"
7394,"breannamorello","NYC✈️South Florida","following","brianst16"
7395,"paulsperry","Washington DC","following","brianst16"
7396,"nigel_farage","","following","brianst16"
7397,"mitchellvii","Charlotte, NC","following","brianst16"
7398,"drewhlive","USA","following","brianst16"
7399,"missalidrew","United kingdom","following","brianst16"
7400,"vdhanson","Stanford University","following","brianst16"
7401,"bubhux","Hilton Head Island, S.C.","following","brianst16"
7402,"lukeslytalker","Nashville","following","brianst16"
7403,"herbdoc","Midwest","following","brianst16"
7404,"natallysanches","Los Angeles, California 🇺🇸","following","brianst16"
7405,"libsoftiktok","","following","brianst16"
7406,"kashscorner","","following","brianst16"
7407,"christianwalk1r","IG: @christianwalk1r","following","brianst16"
7408,"zerohedge","","following","brianst16"
7409,"louderwithcrowder","United States","following","brianst16"
7410,"newsmax","USA","following","brianst16"
7411,"clairedooley","","following","brianst16"
7412,"maureen_bannon","","following","brianst16"
7413,"mayraflores2022","","following","brianst16"
7414,"realskeshel","Texas","following","brianst16"
7415,"katiedaviscourt","Seattle, WA","following","brianst16"
7416,"fivetimesaugust","Dallas, TX","following","brianst16"
7417,"kenpaxtontx","The Great State of Texas","following","brianst16"
7418,"titoortiz","United States","following","brianst16"
7419,"tradertvlive","","following","brianst16"
7420,"realdeancain","","following","brianst16"
7421,"loudobbs","","following","brianst16"
7422,"brandyhensley","","following","brianst16"
7423,"alvedaking","Atlanta, Ga","following","brianst16"
7424,"abbyjohnson","austin, TX","following","brianst16"
7425,"reptedbudd","Davie County, North Carolina","following","brianst16"
7426,"anna32","","following","brianst16"
7427,"absolutetruther","The Swamp","following","brianst16"
7428,"eggo911","locked up in canada","follower","egoleviticus"
7429,"himalayakitchen","Mars","follower","egoleviticus"
7430,"roseamadan1","","follower","egoleviticus"
7431,"kotomi1117","Japan","follower","egoleviticus"
7432,"nfsc777","","follower","egoleviticus"
7433,"pinganqingqing","","follower","egoleviticus"
7434,"thelastnegoro","SILICON VALLEY 👽","follower","egoleviticus"
7435,"jackson3","America","follower","egoleviticus"
7436,"albertofrazao","","follower","egoleviticus"
7437,"williev1","KENTUCKY  GYPSY","follower","egoleviticus"
7438,"fh202064","","follower","egoleviticus"
7439,"kuaiyaoliangle","NFSC","follower","egoleviticus"
7440,"rrrjj144114","","follower","egoleviticus"
7441,"jzomer","Santa Catarina - Brasil.","follower","egoleviticus"
7442,"aj123777","新中国联邦","follower","egoleviticus"
7443,"cashlink1958","NC","follower","egoleviticus"
7444,"hardyzm","Germany/Saxonia","follower","egoleviticus"
7445,"germansouveraen","germany","follower","egoleviticus"
7446,"theproclaimer","germany","follower","egoleviticus"
7447,"worldanimals","","follower","egoleviticus"
7448,"794836631","金泉广场","follower","egoleviticus"
7449,"w_klink_68","","follower","egoleviticus"
7450,"liang777","","follower","egoleviticus"
7451,"subject223","","follower","egoleviticus"
7452,"katuya_8010","","follower","egoleviticus"
7453,"wll_4499","","follower","egoleviticus"
7454,"bog_honor_ojczy","Mała Ojczyzna - Vaterland","follower","egoleviticus"
7455,"gamarr","Gama/Brasil","follower","egoleviticus"
7456,"ragnarramun","Ruhrgebiet","follower","egoleviticus"
7457,"uhu001","","follower","egoleviticus"
7458,"lean_fish","","follower","egoleviticus"
7459,"davidwee","","follower","egoleviticus"
7460,"yamatakenichi","","follower","egoleviticus"
7461,"bruehl","Freital","follower","egoleviticus"
7462,"wefun","","follower","egoleviticus"
7463,"ukrainerin","","follower","egoleviticus"
7464,"sascha4711","","follower","egoleviticus"
7465,"sanlouis","","follower","egoleviticus"
7466,"jymw777","","follower","egoleviticus"
7467,"aqswdefrgt1","Melbourne, Australia, Victoria","follower","egoleviticus"
7468,"hopthymus","","follower","egoleviticus"
7469,"jacksonrolfson","NEW ZEALAND","follower","egoleviticus"
7470,"markrobinson4457","","follower","egoleviticus"
7471,"yelihuan","","follower","egoleviticus"
7472,"garynew59","","follower","egoleviticus"
7473,"hxjsls","","follower","egoleviticus"
7474,"csevaluation","Home of Extreme MAGA","follower","egoleviticus"
7475,"oryuk","聖城HK香港","follower","egoleviticus"
7476,"weizhenbupo7749","The New Federal State of China","follower","egoleviticus"
7477,"jacklmy","","follower","egoleviticus"
7478,"dizzy43","Wirral, England","following","egoleviticus"
7479,"teetea","","following","egoleviticus"
7480,"tentek","","following","egoleviticus"
7481,"irfanrasheedmehar67","","following","egoleviticus"
7482,"eggo911","locked up in canada","following","egoleviticus"
7483,"ouactam","Wisconsin","following","egoleviticus"
7484,"dmvoscar9","n.Ireland","following","egoleviticus"
7485,"malucruz","Zurich","following","egoleviticus"
7486,"thelastnegoro","SILICON VALLEY 👽","following","egoleviticus"
7487,"williev1","KENTUCKY  GYPSY","following","egoleviticus"
7488,"rrrjj144114","","following","egoleviticus"
7489,"jzomer","Santa Catarina - Brasil.","following","egoleviticus"
7490,"drmokievet","St. Johns, FL","following","egoleviticus"
7491,"nikolausi","Germany, Berlin","following","egoleviticus"
7492,"demolitionman73","Germoney","following","egoleviticus"
7493,"michaelh_1975","","following","egoleviticus"
7494,"sanlouis","","following","egoleviticus"
7495,"wefun","","following","egoleviticus"
7496,"davidwee","","following","egoleviticus"
7497,"uhu001","","following","egoleviticus"
7498,"gamarr","Gama/Brasil","following","egoleviticus"
7499,"wll_4499","","following","egoleviticus"
7500,"worldanimals","","following","egoleviticus"
7501,"hardyzm","Germany/Saxonia","following","egoleviticus"
7502,"theproclaimer","germany","following","egoleviticus"
7503,"bright","","following","egoleviticus"
7504,"germansouveraen","germany","following","egoleviticus"
7505,"beaglefreund","","following","egoleviticus"
7506,"carsten_3115","","following","egoleviticus"
7507,"w_klink_68","","following","egoleviticus"
7508,"subject223","","following","egoleviticus"
7509,"the_current_thing","","following","egoleviticus"
7510,"liang777","","following","egoleviticus"
7511,"stefan_weinmann","Hackenheim - Germania","following","egoleviticus"
7512,"darthjoda","Middle of Nowhere","following","egoleviticus"
7513,"diedsudden","USA","following","egoleviticus"
7514,"coise","🇨🇭 Schweiz","following","egoleviticus"
7515,"ragnarramun","Ruhrgebiet","following","egoleviticus"
7516,"biggdog34","","following","egoleviticus"
7517,"yamatakenichi","","following","egoleviticus"
7518,"bog_honor_ojczy","Mała Ojczyzna - Vaterland","following","egoleviticus"
7519,"dagttrdonehbic","✅️","following","egoleviticus"
7520,"eiderking","Zwischen Nord- und Ostsee","following","egoleviticus"
7521,"bruehl","Freital","following","egoleviticus"
7522,"sascha4711","","following","egoleviticus"
7523,"ala54","","following","egoleviticus"
7524,"juergen_weinert","Deutschland am Abgrund","following","egoleviticus"
7525,"aqswdefrgt1","Melbourne, Australia, Victoria","following","egoleviticus"
7526,"jacksonrolfson","NEW ZEALAND","following","egoleviticus"
7527,"hopthymus","","following","egoleviticus"
7528,"daolai","Free Miles Guo Now !","follower","gordiegor"
7529,"power777","","follower","gordiegor"
7530,"kieckcarl","https://twitter.com/KieckCarl","follower","gordiegor"
7531,"dcchelmo1971","Massachusetts","follower","gordiegor"
7532,"leeadey_56","South Coast","follower","gordiegor"
7533,"blessedpapa","wisconsin","follower","gordiegor"
7534,"pumpkinsc","","follower","gordiegor"
7535,"roranjudy01","Massachusetts","follower","gordiegor"
7536,"jbruk667","","follower","gordiegor"
7537,"lizb1975","Northants","follower","gordiegor"
7538,"sidders75","England🏴󠁧󠁢󠁥󠁮󠁧󠁿","follower","gordiegor"
7539,"raydonica","TN","follower","gordiegor"
7540,"realcoffeeman1_","Northamptonshire","follower","gordiegor"
7541,"patriotspeach","","follower","gordiegor"
7542,"peanutt74","Devon. UK","follower","gordiegor"
7543,"wethetrumpers","","follower","gordiegor"
7544,"stormbear","","follower","gordiegor"
7545,"jackbuntis","","follower","gordiegor"
7546,"braikka","Pori, Finland","follower","gordiegor"
7547,"bertha0630","","follower","gordiegor"
7548,"pissedoffpatriot77","","follower","gordiegor"
7549,"canuckadonian","","follower","gordiegor"
7550,"stu1875","Birmingham UK","follower","gordiegor"
7551,"kat1022","England🏴󠁧󠁢󠁥󠁮󠁧󠁿","follower","gordiegor"
7552,"johnnyschmit","United Kingdom","follower","gordiegor"
7553,"mcwhiteyface2","West Midlands","follower","gordiegor"
7554,"redial999","","follower","gordiegor"
7555,"botherwillnot","Northumbria","follower","gordiegor"
7556,"jonboy83","Dundee","follower","gordiegor"
7557,"ware52","UK","follower","gordiegor"
7558,"pfizerliedpeopledied","Camden Town. London","follower","gordiegor"
7559,"zaq1868b","","follower","gordiegor"
7560,"bnp_forever","West Midlands","follower","gordiegor"
7561,"dannyelijah","Planet earth 🌍","follower","gordiegor"
